id;flow;type;actor;EN;IT
NODEL-fa753316-8cc1-4fb7-ad8c-1718630464116;FR-01 Eiffel Tower;Text;Tutor;Let me see if you learned: climb the stairs and get that coin!;Fammi vedere se hai imparato: sali le scale e prendi quella moneta!
NODHD-78be6ab6-6044-4503-a0ee-1718630592780;FR-01 Eiffel Tower;Node Header;Tutor;Great! Are you ready for your first real mission?;Grande! Sei pronto per la tua prima vera missione?
NODEL-7a998f6a-b972-40d9-a1ff-1718630592780;FR-01 Eiffel Tower;Choice;Tutor;Yes!;SÌ!
NODEL-2a7100ef-d91c-4280-9d19-1718631126864;FR-01 Eiffel Tower;Choice;Tutor;No! I want to play around.;NO! Voglio giocare.
NODEL-d2abdba6-3598-4227-9f06-1718630702075;FR-01 Eiffel Tower;Text;Tutor;Get there as soon as possibile!;Vieni lì il prima possibile!
NODEL-063e20a2-44e3-40db-83d0-1718631089406;FR-01 Eiffel Tower;Text;Tutor;I saw Antura going to the Tour Eiffel. If you don't know where to go, follow the light beam in the sky or use the map!;Ho visto Antura andare alla Tour Eiffel. Se non sai dove andare, segui il raggio luminoso nel cielo oppure usa la mappa!
NODEL-850f9e47-e916-494c-877a-1718631244833;FR-01 Eiffel Tower;Text;Tutor;Ok. Talk to me again when you will be ready.;OK. Parlami ancora quando sarai pronto.
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652;FR-01 Eiffel Tower;Text;Cook;Help me! Antura has messed my kitchen and i can't find the ingredients to make the Baguette, our special french bread!;Aiutami! Antura ha messo a soqquadro la mia cucina e non riesco a trovare gli ingredienti per fare la Baguette, il nostro speciale pane francese!
NODEL-59ce79ca-2742-4081-ab69-1718640800362;FR-01 Eiffel Tower;Text;Major;I'm the Major of Paris. And this is the Notre Dame Cathedral;Sono il sindaco di Parigi. E questa è la cattedrale di Notre Dame
NODEL-19388fab-c715-4e7a-a847-1718884797577;FR-01 Eiffel Tower;Text;NPG_M;I'm going to work!;Sto andando a lavorare!
NODEL-e1f1da80-5725-4989-bd53-1718884830938;FR-01 Eiffel Tower;Text;NPG_M;I'm going to buy bread at the bakery.;Vado a comprare il pane al panificio.
NODEL-abb2227d-8d55-4144-9a4f-1718884817143-ca-b1;FR-01 Eiffel Tower;Text;NPG_M;I wasn't born in this country.;Non sono nato in questo paese.
NODEL-e1f1da80-5725-4989-bd53-1718884830938-ca-b1;FR-01 Eiffel Tower;Text;NPG_M;From planet earth.;Dal pianeta terra.
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9;FR-01 Eiffel Tower;Text;Cook;Please bring me the 4 ingredients needed: flour, water, yeast and salt.;Per favore portatemi i 4 ingredienti necessari: farina, acqua, lievito e sale.
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9-08-83;FR-01 Eiffel Tower;Text;Cook;GREAT! I can now bake the Baguette. And...;GRANDE! Ora posso cuocere la baguette. E...
NODEL-8c095525-cd6a-4acf-8055-1718968223536;FR-01 Eiffel Tower;Text;Tutor;Then come back to me.;Allora torna da me.
NODEL-22b06cd6-43b1-41be-994c-1718968285261;FR-01 Eiffel Tower;Text;Tutor;You can walk, run, jump, rotate the view with your right finger and go everywhere!;Puoi camminare, correre, saltare, ruotare la vista con il dito destro e andare ovunque!
NODEL-91b839c6-98f4-4277-86f6-1718968679509;FR-01 Eiffel Tower;Text;Tutor;Touch this text to hear it in your language.;Tocca questo testo per ascoltarlo nella tua lingua.
NODEL-7d268d3e-5238-41b7-bb6d-1719033741117;FR-01 Eiffel Tower;Text;Guide;I saw Antura going up to the top of the tower. Take the elevator!;Ho visto Antura salire in cima alla torre. Prendi l'ascensore!
NODEL-984f471b-d263-4218-a1ae-1719034299546;FR-01 Eiffel Tower;Text;Guide;It's made of iron!;È fatto di ferro!
NODEL-ad8b5887-450b-4fa4-8f16-1719035075174;FR-01 Eiffel Tower;Text;Guide;I saw Antura going towards Notre Dame.;Ho visto Antura andare verso Notre Dame.
NODEL-70638372-397b-42a0-b61a-1719035140518;FR-01 Eiffel Tower;Text;Guide;Get there!;Vieni lì!
NODEL-c6e8c486-9e99-43ac-a3c2-1719035597845;FR-01 Eiffel Tower;Text;Guide;Here is your ticket;Ecco il tuo biglietto
NODEL-087410aa-0e91-466d-b820-1719036335876;FR-01 Eiffel Tower;Text;Major;I saw Antura run into the Louvre Museum...;Ho visto Antura correre al Museo del Louvre...
NODEL-8c43d347-4f31-4759-bd3a-1719036398561;FR-01 Eiffel Tower;Text;Major;It's just across the Seine river;È proprio dall'altra parte del fiume Senna
NODHD-fbb93d22-14a9-45b5-b08d-1719037261871;FR-01 Eiffel Tower;Node Header;NPG_M;Have you any questions?;Hai qualche domanda?
NODEL-92900886-bb0c-4c94-885e-1719037261871;FR-01 Eiffel Tower;Choice;NPG_M;Have you seen Antura?;Hai visto Antura?
NODEL-a62486b5-a5ca-492a-9bfa-1719037277151;FR-01 Eiffel Tower;Choice;NPG_M;What are you doing?;Cosa fai?
NODEL-c51e6072-8aed-4b7a-be7d-1719037286869;FR-01 Eiffel Tower;Choice;NPG_M;Where do you come from?;Da dove vieni?
NODEL-1961152c-8727-437a-9597-1719040397700;FR-01 Eiffel Tower;Choice;NPG_M;Goodbye;Arrivederci
NODEL-ca53bd2c-5821-4b9e-8d3c-1719040423060;FR-01 Eiffel Tower;Text;NPG_M;Yes! Talk to everybody and follow the lights!;SÌ! Parla con tutti e segui le luci!
NODEL-19c1e1e9-39dd-4a17-9826-1719040561585;FR-01 Eiffel Tower;Text;NPG_M;No. Who is Antura?;No. Chi è Antura?
NODEL-55c6a18f-d51b-41cb-95ca-1719040849056;FR-01 Eiffel Tower;Text;Major;It's our most famous gothic church, built in 1182.;È la nostra chiesa gotica più famosa, costruita nel 1182.
NODEL-4a4225a8-903b-416e-989a-1719042615181;FR-01 Eiffel Tower;Text;Museum Guide;Go and find the Mona Lisa!;Vai a trovare la Monna Lisa!
NODEL-1b8b8637-5b43-4548-adab-1719042680949;FR-01 Eiffel Tower;Text;Museum Guide;Painted in year 1500 by artist and scientist Leonardo Da Vinci;Dipinto nel 1500 dall'artista e scienziato Leonardo Da Vinci
NODEL-28e3efea-e78d-4aab-9811-1719042906729;FR-01 Eiffel Tower;Text;Museum Guide;You can find many sculptures and paintings.;Puoi trovare molte sculture e dipinti.
NODEL-a9e61e02-5fa3-4054-a8d4-1719043125977;FR-01 Eiffel Tower;Text;Teacher;Now look for Antura! I think it went to the bakery for a baguette!;Ora cerca Antura! Penso che sia andato al panificio per una baguette!
NODEL-90feedf3-44b4-4161-800d-1719043178594;FR-01 Eiffel Tower;Text;Teacher;Hurry up!;Affrettarsi!
NODEL-dd6ac8f1-337d-4514-a614-1719050313176;FR-01 Eiffel Tower;Text;Cook;CONGRATULATIONS! You won the game! Did you like it?;CONGRATULAZIONI! Hai vinto la partita! Ti è piaciuto?
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89;FR-01 Eiffel Tower;Text;Cook;This is the salt;Questo è il sale
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd;FR-01 Eiffel Tower;Text;Cook;This is the water;Questa è l'acqua
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-79-bc;FR-01 Eiffel Tower;Text;Cook;This is the yeast;Questo è il lievito
NODEL-818f8fc1-2127-40bd-bb05-1719063125268;FR-01 Eiffel Tower;Text;Cook;THE END;FINE
NODEL-51e149f6-fe37-4043-b64a-1719100015746;FR-01 Eiffel Tower;Text;Major;There was a big fire in 2019, but we could repair it.;C'è stato un grande incendio nel 2019, ma abbiamo potuto ripararlo.
NODEL-1686a93b-a2a2-4347-83a3-1719100183205;FR-01 Eiffel Tower;Text;Major;Come with me up to the roof of the church!;Vieni con me sul tetto della chiesa!
NODHD-2be8e0be-f84e-4d4d-9655-1719132050354;FR-01 Eiffel Tower;Node Header;Museum Guide;Welcome to the Louvre Museum. What do you want do to?;Benvenuti al Museo del Louvre. Cosa vuoi fare?
NODEL-82d2e223-c052-4011-8801-1719132050353;FR-01 Eiffel Tower;Choice;Museum Guide;Tell me about the Louvre;Parlami del Louvre
NODEL-59c7f14c-c6e6-4602-979f-1719132549531;FR-01 Eiffel Tower;Choice;Museum Guide;Exit;Uscita
NODEL-c636cf4c-c89f-4b46-b6b3-1719132212533;FR-01 Eiffel Tower;Text;Museum Guide;Come back!;Ritorno!
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80;FR-01 Eiffel Tower;Text;Museum Guide;This is the famous Mona Lisa;Questa è la famosa Monna Lisa
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80-f8-af;FR-01 Eiffel Tower;Text;Museum Guide;Liberty Leading the People by the French artist Eugène Delacroix represents the Freedom;La Libertà che guida il popolo dell'artista francese Eugène Delacroix rappresenta la Libertà
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80-f8-af-bb-bb;FR-01 Eiffel Tower;Text;Museum Guide;The Venus de Milo, an ancient Greek marble sculpture.;La Venere di Milo, un'antica scultura in marmo greca.
NODEL-3711b79d-7180-424d-a5e0-1719134955206;FR-01 Eiffel Tower;Text;Teacher;Ok;OK
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9-08-83-a8-ad;FR-01 Eiffel Tower;Text;Cook;Antura is not here;Antura non è qui
NODEL-a49069d3-3bd0-4df3-bf34-1711465810762;FR-02 Pan au chocolate;Text;Tutor;WELCOME TO PAN AU CHOCOLATE;--- to be translated ---
NODEL-ed62b69e-1e93-4c59-b6dd-1711465835401;FR-02 Pan au chocolate;Text;Teacher;I AM THE PAN TEACHER;--- to be translated ---
NODEL-c1cda02f-fdc1-4372-a1a3-1711465867579;FR-02 Pan au chocolate;Text;Major;PAN PAN PAN;--- to be translated ---
NODEL-dfdd6b7c-e3a2-432b-96ea-1718881235606;FR-02 Pan au chocolate;Text;NPG_F;;--- to be translated ---
NODEL-d805c5c0-24d2-4844-9c4c-1713862798640;FR-03 The School;Text;Major;;--- to be translated ---
