id;flow;type;actor;EN;FR
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652;FR-01 Eiffel Tower;Text;Cook;Help me! Antura has messed my kitchen and i can't find the ingredients to make the Baguette, our special french bread!;Aide-moi! Antura a gâché ma cuisine et je ne trouve pas les ingrédients pour faire la Baguette, notre pain français spécial !
NODEL-59ce79ca-2742-4081-ab69-1718640800362;FR-01 Eiffel Tower;Text;Major;I'm the Major of Paris. And this is the Notre Dame Cathedral;Je suis le major de Paris. Et voici la Cathédrale Notre Dame
NODEL-19388fab-c715-4e7a-a847-1718884797577;FR-01 Eiffel Tower;Text;NPG_M;I'm going to work!;Je vais travailler!
NODEL-e1f1da80-5725-4989-bd53-1718884830938;FR-01 Eiffel Tower;Text;NPG_M;I'm going to buy bread at the bakery.;Je vais acheter du pain à la boulangerie.
NODEL-abb2227d-8d55-4144-9a4f-1718884817143-ca-b1;FR-01 Eiffel Tower;Text;NPG_M;I wasn't born in this country.;Je ne suis pas né dans ce pays.
NODEL-e1f1da80-5725-4989-bd53-1718884830938-ca-b1;FR-01 Eiffel Tower;Text;NPG_M;From planet earth.;De la planète Terre.
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9;FR-01 Eiffel Tower;Text;Cook;Please bring me the 4 ingredients needed: flour, water, yeast and salt.;Merci de m'apporter les 4 ingrédients nécessaires : farine, eau, levure et sel.
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9-08-83;FR-01 Eiffel Tower;Text;Cook;GREAT! I can now bake the Baguette. And...;SUPER! Je peux maintenant faire cuire la baguette. Et...
NODEL-8c095525-cd6a-4acf-8055-1718968223536;FR-01 Eiffel Tower;Text;Tutor;Then come back to me.;Alors reviens vers moi.
NODEL-22b06cd6-43b1-41be-994c-1718968285261;FR-01 Eiffel Tower;Text;Tutor;You can walk, run, jump, rotate the view with your right finger and go everywhere!;Vous pouvez marcher, courir, sauter, faire pivoter la vue avec votre doigt droit et aller partout !
NODEL-91b839c6-98f4-4277-86f6-1718968679509;FR-01 Eiffel Tower;Text;Tutor;Touch this text to hear it in your language.;Touchez ce texte pour l'entendre dans votre langue.
NODEL-7d268d3e-5238-41b7-bb6d-1719033741117;FR-01 Eiffel Tower;Text;Guide;I saw Antura going up to the top of the tower. Take the elevator!;J'ai vu Antura monter au sommet de la tour. Prendre l'ascenseur!
NODEL-984f471b-d263-4218-a1ae-1719034299546;FR-01 Eiffel Tower;Text;Guide;It's made of iron!;C'est en fer !
NODEL-ad8b5887-450b-4fa4-8f16-1719035075174;FR-01 Eiffel Tower;Text;Guide;I saw Antura going towards Notre Dame.;J'ai vu Antura se diriger vers Notre-Dame.
NODEL-70638372-397b-42a0-b61a-1719035140518;FR-01 Eiffel Tower;Text;Guide;Get there!;Allez-y !
NODEL-c6e8c486-9e99-43ac-a3c2-1719035597845;FR-01 Eiffel Tower;Text;Guide;Here is your ticket;Voici votre ticket
NODEL-087410aa-0e91-466d-b820-1719036335876;FR-01 Eiffel Tower;Text;Major;I saw Antura run into the Louvre Museum...;J'ai vu Antura courir vers le musée du Louvre...
NODEL-8c43d347-4f31-4759-bd3a-1719036398561;FR-01 Eiffel Tower;Text;Major;It's just across the Seine river;C'est juste de l'autre côté de la Seine
NODHD-fbb93d22-14a9-45b5-b08d-1719037261871;FR-01 Eiffel Tower;Node Header;NPG_M;Have you any questions?;Avez-vous des questions ?
NODEL-92900886-bb0c-4c94-885e-1719037261871;FR-01 Eiffel Tower;Choice;NPG_M;Have you seen Antura?;Avez-vous vu Antura?
NODEL-a62486b5-a5ca-492a-9bfa-1719037277151;FR-01 Eiffel Tower;Choice;NPG_M;What are you doing?;Que fais-tu?
NODEL-c51e6072-8aed-4b7a-be7d-1719037286869;FR-01 Eiffel Tower;Choice;NPG_M;Where do you come from?;D'où viens-tu?
NODEL-1961152c-8727-437a-9597-1719040397700;FR-01 Eiffel Tower;Choice;NPG_M;Goodbye;Au revoir
NODEL-ca53bd2c-5821-4b9e-8d3c-1719040423060;FR-01 Eiffel Tower;Text;NPG_M;Yes! Talk to everybody and follow the lights!;Oui! Parlez à tout le monde et suivez les lumières !
NODEL-19c1e1e9-39dd-4a17-9826-1719040561585;FR-01 Eiffel Tower;Text;NPG_M;No. Who is Antura?;Non. Qui est Antura ?
NODEL-55c6a18f-d51b-41cb-95ca-1719040849056;FR-01 Eiffel Tower;Text;Major;It's our most famous gothic church, built in 1182.;C'est notre église gothique la plus célèbre, construite en 1182.
NODEL-4a4225a8-903b-416e-989a-1719042615181;FR-01 Eiffel Tower;Text;Museum Guide;Go and find the Mona Lisa!;L'une des plus célèbres est la Joconde.
NODEL-1b8b8637-5b43-4548-adab-1719042680949;FR-01 Eiffel Tower;Text;Museum Guide;Painted in year 1500 by artist and scientist Leonardo Da Vinci;Peint en 1500 par l'artiste et scientifique Léonard de Vinci
NODEL-28e3efea-e78d-4aab-9811-1719042906729;FR-01 Eiffel Tower;Text;Museum Guide;You can find many sculptures and paintings.;Vous pouvez trouver de nombreuses sculptures et peintures.
NODEL-a9e61e02-5fa3-4054-a8d4-1719043125977;FR-01 Eiffel Tower;Text;Teacher;Now look for Antura! I think it went to the bakery for a baguette!;Cherchez maintenant Antura ! Je crois qu'il est allé à la boulangerie pour une baguette !
NODEL-90feedf3-44b4-4161-800d-1719043178594;FR-01 Eiffel Tower;Text;Teacher;Hurry up!;Dépêche-toi!
NODEL-dd6ac8f1-337d-4514-a614-1719050313176;FR-01 Eiffel Tower;Text;Cook;CONGRATULATIONS! You won the game! Did you like it?;TOUTES NOS FÉLICITATIONS! Vous avez gagné la partie ! Avez-vous apprécié?
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89;FR-01 Eiffel Tower;Text;Cook;This is the salt;C'est le sel
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd;FR-01 Eiffel Tower;Text;Cook;This is the water;C'est l'eau
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-79-bc;FR-01 Eiffel Tower;Text;Cook;This is the yeast;C'est la levure
NODEL-818f8fc1-2127-40bd-bb05-1719063125268;FR-01 Eiffel Tower;Text;Cook;THE END;LA FIN
NODEL-51e149f6-fe37-4043-b64a-1719100015746;FR-01 Eiffel Tower;Text;Major;There was a big fire in 2019, but we could repair it.;Il y a eu un gros incendie en 2019, mais nous avons pu le réparer.
NODEL-1686a93b-a2a2-4347-83a3-1719100183205;FR-01 Eiffel Tower;Text;Major;Come with me up to the roof of the church!;Viens avec moi sur le toit de l'église !
NODHD-2be8e0be-f84e-4d4d-9655-1719132050354;FR-01 Eiffel Tower;Node Header;Museum Guide;Welcome to the Louvre Museum. What do you want do to?;Bienvenue au Musée du Louvre. Que veux-tu faire ?
NODEL-82d2e223-c052-4011-8801-1719132050353;FR-01 Eiffel Tower;Choice;Museum Guide;Tell me about the Louvre;Parlez-moi du Louvre
NODEL-59c7f14c-c6e6-4602-979f-1719132549531;FR-01 Eiffel Tower;Choice;Museum Guide;Exit;Sortie
NODEL-c636cf4c-c89f-4b46-b6b3-1719132212533;FR-01 Eiffel Tower;Text;Museum Guide;Come back!;Revenir!
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80;FR-01 Eiffel Tower;Text;Museum Guide;This is the famous Mona Lisa;C'est Mona Lisa, de Léonard de Vinci.
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80-f8-af;FR-01 Eiffel Tower;Text;Museum Guide;Liberty Leading the People by the French artist Eugène Delacroix represents the Freedom;La Liberté guidant le peuple de l'artiste français Eugène Delacroix représente la Liberté
NODEL-347a6af4-a8ae-4e23-b995-1710935631414-fb-b2-ab-89-da-bd-49-80-f8-af-bb-bb;FR-01 Eiffel Tower;Text;Museum Guide;The Venus de Milo, an ancient Greek marble sculpture.;La Vénus de Milo, une ancienne sculpture en marbre grec.
NODEL-3711b79d-7180-424d-a5e0-1719134955206;FR-01 Eiffel Tower;Text;Teacher;Ok;D'accord
NODEL-0ef8fabd-ab1d-4909-a3da-1718640711652-2b-a9-08-83-a8-ad;FR-01 Eiffel Tower;Text;Cook;Antura is not here;--- to be translated ---
NODEL-a49069d3-3bd0-4df3-bf34-1711465810762;FR-02 Pan au chocolate;Text;Tutor;WELCOME TO PAN AU CHOCOLATE;--- to be translated ---
NODEL-ed62b69e-1e93-4c59-b6dd-1711465835401;FR-02 Pan au chocolate;Text;Teacher;I AM THE PAN TEACHER;--- to be translated ---
NODEL-c1cda02f-fdc1-4372-a1a3-1711465867579;FR-02 Pan au chocolate;Text;Major;PAN PAN PAN;--- to be translated ---
NODEL-dfdd6b7c-e3a2-432b-96ea-1718881235606;FR-02 Pan au chocolate;Text;NPG_F;;--- to be translated ---
NODEL-d805c5c0-24d2-4844-9c4c-1713862798640;FR-03 The School;Text;Major;;--- to be translated ---
